Date,Username,Rating,Review Text,Cleaned Review Text,Normalized Review Text,tokenize,Stopword Removal,Stemming Data
11/3/2025 11:23,ATNA,5,mantap,mantap,mantap,['mantap'],['mantap'],mantap
11/3/2025 11:14,bayu risna,5,tingkatkan lagi untuk indrive,tingkatkan lagi untuk indrive,tingkatkan lagi untuk indrive,"['tingkatkan', 'lagi', 'untuk', 'indrive']","['tingkatkan', 'indrive']",tingkat indrive
11/3/2025 10:35,Tinggal Pak enting,5,bagus.,bagus,bagus,['bagus'],['bagus'],bagus
11/3/2025 10:27,Ade Moch sobirin,5,mantul,mantul,mantul,['mantul'],['mantul'],mantul
11/3/2025 10:07,Habib Abdilhaq,1,orderan kek nya di batasi masa udah 2 minggu orderan cuma dapat 3 perhari... nunggu dapat orderan 3 jam 1 orderan ngak kek dulu sblum banyak update gini makin parah,orderan kek nya di batasi masa udah  minggu orderan cuma dapat  perhari nunggu dapat orderan  jam  orderan ngak kek dulu sblum banyak update gini makin parah,orderan kayak ya di batasi masa sudah minggu orderan cuma dapat perhari menunggu dapat orderan jam orderan tidak kayak dulu sebelum banyak update begini makin parah,"['orderan', 'kayak', 'ya', 'di', 'batasi', 'masa', 'sudah', 'minggu', 'orderan', 'cuma', 'dapat', 'perhari', 'menunggu', 'dapat', 'orderan', 'jam', 'orderan', 'tidak', 'kayak', 'dulu', 'sebelum', 'banyak', 'update', 'begini', 'makin', 'parah']","['orderan', 'kayak', 'ya', 'batasi', 'minggu', 'orderan', 'perhari', 'menunggu', 'orderan', 'jam', 'orderan', 'kayak', 'update', 'parah']",order kayak ya batas minggu order hari tunggu order jam order kayak update parah
11/3/2025 10:03,Parulian Natalsitohang,5,tlong kembalikan frekuensi saya,tlong kembalikan frekuensi saya,tlong kembalikan frekuensi saya,"['tlong', 'kembalikan', 'frekuensi', 'saya']","['tlong', 'kembalikan', 'frekuensi']",tlong kembali frekuensi
11/3/2025 9:29,Sudewo Prasetyo,5,tolong update aplikasi agar jika masuk orderan layar HP langsung ke menu aplikasi,tolong update aplikasi agar jika masuk orderan layar hp langsung ke menu aplikasi,tolong update aplikasi agar jika masuk orderan layar hp langsung ke menu aplikasi,"['tolong', 'update', 'aplikasi', 'agar', 'jika', 'masuk', 'orderan', 'layar', 'hp', 'langsung', 'ke', 'menu', 'aplikasi']","['tolong', 'update', 'aplikasi', 'masuk', 'orderan', 'layar', 'hp', 'langsung', 'menu', 'aplikasi']",tolong update aplikasi masuk order layar hp langsung menu aplikasi
11/3/2025 9:01,Rd. Ayu Ratna Garvita,5,hemat,hemat,hemat,['hemat'],['hemat'],hemat
11/3/2025 7:47,Vivo Blacky,5,Aplikasi yg bagus. Driver nya ramah dan mobil2 nya nyaman.,aplikasi yg bagus driver nya ramah dan mobil nya nyaman,aplikasi yang bagus driver ya ramah dan mobil ya nyaman,"['aplikasi', 'yang', 'bagus', 'driver', 'ya', 'ramah', 'dan', 'mobil', 'ya', 'nyaman']","['aplikasi', 'bagus', 'driver', 'ya', 'ramah', 'mobil', 'ya', 'nyaman']",aplikasi bagus driver ya ramah mobil ya nyaman
11/3/2025 7:40,Vavan_YT,4,tolong perbaiki lg aplikasinya.. saya nunggu sesuai map.. tapi si gojek nya malah jemputnya di titik yg slh.. ini titiknya lg error apa gmn ya ?? udh 5hri lebih titiknya kayak gini terus perbaiki lg dong Apk Indriver nya 🙏🏻😔,tolong perbaiki lg aplikasinya saya nunggu sesuai map tapi si gojek nya malah jemputnya di titik yg slh ini titiknya lg error apa gmn ya  udh hri lebih titiknya kayak gini terus perbaiki lg dong apk indriver nya ,tolong perbaiki lagi aplikasinya saya menunggu sesuai map tapi sih gojek ya malah jemputnya di titik yang salah ini titiknya lagi error apa bagaimana ya sudah hari lebih titiknya kayak begini terus perbaiki lagi dong apk indriver ya,"['tolong', 'perbaiki', 'lagi', 'aplikasinya', 'saya', 'menunggu', 'sesuai', 'map', 'tapi', 'sih', 'gojek', 'ya', 'malah', 'jemputnya', 'di', 'titik', 'yang', 'salah', 'ini', 'titiknya', 'lagi', 'error', 'apa', 'bagaimana', 'ya', 'sudah', 'hari', 'lebih', 'titiknya', 'kayak', 'begini', 'terus', 'perbaiki', 'lagi', 'dong', 'apk', 'indriver', 'ya']","['tolong', 'perbaiki', 'aplikasinya', 'menunggu', 'sesuai', 'map', 'sih', 'gojek', 'ya', 'jemputnya', 'titik', 'salah', 'titiknya', 'error', 'ya', 'titiknya', 'kayak', 'perbaiki', 'apk', 'indriver', 'ya']",tolong baik aplikasi tunggu sesuai map sih gojek ya jemput titik salah titik error ya titik kayak baik apk indriver ya
11/3/2025 7:28,Alexandra Catriona,1,APLIKASI SAMPAHHHHH,aplikasi sampahhhhh,aplikasi sampahhhhh,"['aplikasi', 'sampahhhhh']","['aplikasi', 'sampahhhhh']",aplikasi sampahhhhh
11/3/2025 7:19,Awan Yusuf,5,apk yg harus di pakai soalnya bagus,apk yg harus di pakai soalnya bagus,apk yang harus di pakai soalnya bagus,"['apk', 'yang', 'harus', 'di', 'pakai', 'soalnya', 'bagus']","['apk', 'pakai', 'bagus']",apk pakai bagus
11/3/2025 7:18,Anis Garden,3,coba sistem nya di rubah..jangan merugikan sepihak. jika ada 1 penumpang yang kasih bitang buruk jangan langsung turun reting ...,coba sistem nya di rubahjangan merugikan sepihak jika ada  penumpang yang kasih bitang buruk jangan langsung turun reting ,coba sistem ya di rubahjangan merugikan sepihak jika ada penumpang yang kasih bitang buruk jangan langsung turun reting,"['coba', 'sistem', 'ya', 'di', 'rubahjangan', 'merugikan', 'sepihak', 'jika', 'ada', 'penumpang', 'yang', 'kasih', 'bitang', 'buruk', 'jangan', 'langsung', 'turun', 'reting']","['coba', 'sistem', 'ya', 'rubahjangan', 'merugikan', 'penumpang', 'kasih', 'bitang', 'buruk', 'langsung', 'turun', 'reting']",coba sistem ya rubahjangan rugi tumpang kasih bitang buruk langsung turun reting
11/3/2025 7:17,Dul Ton,4,ok,ok,ok,['ok'],['ok'],ok
11/3/2025 6:21,Ridwan Nursoleh,5,selalu memberikan yang terbaik,selalu memberikan yang terbaik,selalu memberikan yang terbaik,"['selalu', 'memberikan', 'yang', 'terbaik']",['terbaik'],baik
11/3/2025 5:59,Lionor 779,5,okeu,okeu,okeu,['okeu'],['okeu'],okeu
11/3/2025 4:57,Nana Sumarna,5,apk mantap bisa menghasilkan uang terima kasih indriver,apk mantap bisa menghasilkan uang terima kasih indriver,apk mantap bisa menghasilkan uang terima kasih indriver,"['apk', 'mantap', 'bisa', 'menghasilkan', 'uang', 'terima', 'kasih', 'indriver']","['apk', 'mantap', 'menghasilkan', 'uang', 'terima', 'kasih', 'indriver']",apk mantap hasil uang terima kasih indriver
11/3/2025 4:57,Zefanya Tamasalang,5,pengemudi sopan,pengemudi sopan,pengemudi sopan,"['pengemudi', 'sopan']","['pengemudi', 'sopan']",kemudi sopan
11/3/2025 3:57,JAFAN KUSUMA,5,"pencarian kendaraan ny cpat, tidak btuh mnunggu lama, keren",pencarian kendaraan ny cpat tidak btuh mnunggu lama keren,pencarian kendaraan nya cpat tidak butuh mnunggu lama keren,"['pencarian', 'kendaraan', 'nya', 'cpat', 'tidak', 'butuh', 'mnunggu', 'lama', 'keren']","['pencarian', 'kendaraan', 'nya', 'cpat', 'butuh', 'mnunggu', 'keren']",cari kendara nya cpat butuh mnunggu keren
11/3/2025 3:50,Iwan Calm,5,transpprtasi cepat. driver bebas memilih.,transpprtasi cepat driver bebas memilih,transpprtasi cepat driver bebas memilih,"['transpprtasi', 'cepat', 'driver', 'bebas', 'memilih']","['transpprtasi', 'cepat', 'driver', 'bebas', 'memilih']",transpprtasi cepat driver bebas pilih
11/3/2025 3:34,patir alhadid,5,Di benar kan lagi aplikasi nya masi banyak BUG,di benar kan lagi aplikasi nya masi banyak bug,di benar kan lagi aplikasi ya masih banyak bug,"['di', 'benar', 'kan', 'lagi', 'aplikasi', 'ya', 'masih', 'banyak', 'bug']","['aplikasi', 'ya', 'bug']",aplikasi ya bug
11/3/2025 2:39,syanins X,1,"sistemnya sekarang makin kacau aja. rating tiba"" turun dari 5.0 jadi 4.96 padahal ga ada yg ngasih bintang jelek, ga ada keluhan penumpang, jemput juga ga pernah telat lebih dari 5menit. alasan turun rating juga ga ada. seolah sengaja membuat driver jadi anyep.",sistemnya sekarang makin kacau aja rating tiba turun dari  jadi  padahal ga ada yg ngasih bintang jelek ga ada keluhan penumpang jemput juga ga pernah telat lebih dari menit alasan turun rating juga ga ada seolah sengaja membuat driver jadi anyep,sistemnya sekarang makin kacau saja rating tiba turun dari jadi padahal tidak ada yang mengasih bintang jelek tidak ada keluhan penumpang jemput juga tidak pernah telat lebih dari menit alasan turun rating juga tidak ada seolah sengaja membuat driver jadi anyep,"['sistemnya', 'sekarang', 'makin', 'kacau', 'saja', 'rating', 'tiba', 'turun', 'dari', 'jadi', 'padahal', 'tidak', 'ada', 'yang', 'mengasih', 'bintang', 'jelek', 'tidak', 'ada', 'keluhan', 'penumpang', 'jemput', 'juga', 'tidak', 'pernah', 'telat', 'lebih', 'dari', 'menit', 'alasan', 'turun', 'rating', 'juga', 'tidak', 'ada', 'seolah', 'sengaja', 'membuat', 'driver', 'jadi', 'anyep']","['sistemnya', 'kacau', 'rating', 'turun', 'mengasih', 'bintang', 'jelek', 'keluhan', 'penumpang', 'jemput', 'telat', 'menit', 'alasan', 'turun', 'rating', 'sengaja', 'driver', 'anyep']",sistem kacau rating turun asih bintang jelek keluh tumpang jemput telat menit alas turun rating sengaja driver anyep
11/3/2025 1:51,Intan Mau,5,Sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus
11/3/2025 1:23,Dhie 92,4,tolong perbaiki kenapa harus berulang ulang motoin skck,tolong perbaiki kenapa harus berulang ulang motoin skck,tolong perbaiki kenapa harus berulang ulang motoin skck,"['tolong', 'perbaiki', 'kenapa', 'harus', 'berulang', 'ulang', 'motoin', 'skck']","['tolong', 'perbaiki', 'berulang', 'ulang', 'motoin', 'skck']",tolong baik ulang ulang motoin skck
11/3/2025 1:18,Irsyad Chibi,1,aplikasi gak jelas,aplikasi gak jelas,aplikasi tidak jelas,"['aplikasi', 'tidak', 'jelas']",['aplikasi'],aplikasi
11/3/2025 0:31,Forum Masyarakat,5,MANTUL,mantul,mantul,['mantul'],['mantul'],mantul
11/2/2025 23:40,Alif Winandar,1,"Please buat indrive untuk pemilihan rute perjalanan jangan yang terlalu jauh, biaya ongkosnya jadi makin mahal. alasan saya pilih indrive itu krn dikenal murah dalam ongkos. kalau begini apa bedanya dngan ojol yang lain. maka dari itu please 🙏",please buat indrive untuk pemilihan rute perjalanan jangan yang terlalu jauh biaya ongkosnya jadi makin mahal alasan saya pilih indrive itu krn dikenal murah dalam ongkos kalau begini apa bedanya dngan ojol yang lain maka dari itu please ,please buat indrive untuk pemilihan rute perjalanan jangan yang terlalu jauh biaya ongkosnya jadi makin mahal alasan saya pilih indrive itu karena dikenal murah dalam ongkos kalau begini apa bedanya dengan ojol yang lain maka dari itu please,"['please', 'buat', 'indrive', 'untuk', 'pemilihan', 'rute', 'perjalanan', 'jangan', 'yang', 'terlalu', 'jauh', 'biaya', 'ongkosnya', 'jadi', 'makin', 'mahal', 'alasan', 'saya', 'pilih', 'indrive', 'itu', 'karena', 'dikenal', 'murah', 'dalam', 'ongkos', 'kalau', 'begini', 'apa', 'bedanya', 'dengan', 'ojol', 'yang', 'lain', 'maka', 'dari', 'itu', 'please']","['please', 'indrive', 'pemilihan', 'rute', 'perjalanan', 'biaya', 'ongkosnya', 'mahal', 'alasan', 'pilih', 'indrive', 'dikenal', 'murah', 'ongkos', 'bedanya', 'ojol', 'please']",please indrive pilih rute jalan biaya ongkos mahal alas pilih indrive kenal murah ongkos beda ojol please
11/2/2025 23:25,Ricardoritonga Kardo,5,"terimakasih banyak, akun driver saya sudah pulih, indrive the best",terimakasih banyak akun driver saya sudah pulih indrive the best,terimakasih banyak akun driver saya sudah pulih indrive the best,"['terimakasih', 'banyak', 'akun', 'driver', 'saya', 'sudah', 'pulih', 'indrive', 'the', 'best']","['terimakasih', 'akun', 'driver', 'pulih', 'indrive', 'the', 'best']",terimakasih akun driver pulih indrive the best
11/2/2025 23:15,Bobrok Cs,5,bgus,bgus,bagus,['bagus'],['bagus'],bagus
11/2/2025 22:33,Robert Linggupa,5,harga lebih murah,harga lebih murah,harga lebih murah,"['harga', 'lebih', 'murah']","['harga', 'murah']",harga murah
11/2/2025 22:26,Bobby Wiradisastra,5,luar biasa sangat membantu,luar biasa sangat membantu,luar biasa sangat membantu,"['luar', 'biasa', 'sangat', 'membantu']",['membantu'],bantu
11/2/2025 20:26,Iskandar Zulkarnain,1,very fikasi. foto masalah,very fikasi foto masalah,very fikasi foto masalah,"['very', 'fikasi', 'foto', 'masalah']","['very', 'fikasi', 'foto']",very fikasi foto
11/2/2025 19:12,muhamad Ariel,5,oke,oke,oke,['oke'],['oke'],oke
11/2/2025 17:57,Imsak Nuryadi,1,akun main blokir aja tanpa tahu kesalahan 2000 penumpang sudah gw lalui segitu gampangnya matiin rejeki mitra. asal anda tau saya cari makan bukan di indrive ada maxim ada grab yang rugi tuh anda bukan saya. seenaknya aja main blokir blokir,akun main blokir aja tanpa tahu kesalahan  penumpang sudah gw lalui segitu gampangnya matiin rejeki mitra asal anda tau saya cari makan bukan di indrive ada maxim ada grab yang rugi tuh anda bukan saya seenaknya aja main blokir blokir,akun main blokir saja tanpa tahu kesalahan penumpang sudah gue lalui segitu gampangnya matiin rejeki mitra asal anda tau saya cari makan bukan di indrive ada maxim ada grab yang rugi tuh anda bukan saya seenaknya saja main blokir blokir,"['akun', 'main', 'blokir', 'saja', 'tanpa', 'tahu', 'kesalahan', 'penumpang', 'sudah', 'gue', 'lalui', 'segitu', 'gampangnya', 'matiin', 'rejeki', 'mitra', 'asal', 'anda', 'tau', 'saya', 'cari', 'makan', 'bukan', 'di', 'indrive', 'ada', 'maxim', 'ada', 'grab', 'yang', 'rugi', 'tuh', 'anda', 'bukan', 'saya', 'seenaknya', 'saja', 'main', 'blokir', 'blokir']","['akun', 'main', 'blokir', 'kesalahan', 'penumpang', 'gue', 'lalui', 'segitu', 'gampangnya', 'matiin', 'rejeki', 'mitra', 'tau', 'cari', 'makan', 'indrive', 'maxim', 'grab', 'rugi', 'tuh', 'main', 'blokir', 'blokir']",akun main blokir salah tumpang gue lalu segitu gampang matiin rejeki mitra tau cari makan indrive maxim grab rugi tuh main blokir blokir
11/2/2025 17:52,Geang Shaka anindito,5,okey,okey,okey,['okey'],['okey'],okey
11/2/2025 16:32,Izan . S,4,👍👍👍👍,,,[],[],
11/2/2025 16:18,Indah yanti Yanti,5,saya tidak bisa mengakses aplikasi ini,saya tidak bisa mengakses aplikasi ini,saya tidak bisa mengakses aplikasi ini,"['saya', 'tidak', 'bisa', 'mengakses', 'aplikasi', 'ini']","['mengakses', 'aplikasi']",akses aplikasi
11/2/2025 16:04,Nasution Ilyas,5,sangat bagus,sangat bagus,sangat bagus,"['sangat', 'bagus']",['bagus'],bagus
11/2/2025 16:00,Roi Bintang,5,mantaf,mantaf,mantaf,['mantaf'],['mantaf'],mantaf
11/2/2025 14:49,Arwin Syah,5,sangat baik👍👍,sangat baik,sangat baik,"['sangat', 'baik']",[],
11/2/2025 14:48,Pudji Kurniadi,5,Sangat membantu mobilitas operasional saya,sangat membantu mobilitas operasional saya,sangat membantu mobilitas operasional saya,"['sangat', 'membantu', 'mobilitas', 'operasional', 'saya']","['membantu', 'mobilitas', 'operasional']",bantu mobilitas operasional
11/2/2025 14:36,Putra Arshaka,5,🤌🏻,,,[],[],
11/2/2025 13:40,Nono Tarsono,5,sudah bbrakali revisi,sudah bbrakali revisi,sudah bbrakali revisi,"['sudah', 'bbrakali', 'revisi']","['bbrakali', 'revisi']",bbrakali revisi
11/2/2025 13:39,Nadira Lamoha,5,"memudahkan buat kemana""",memudahkan buat kemana,memudahkan buat kemana,"['memudahkan', 'buat', 'kemana']","['memudahkan', 'kemana']",mudah mana
11/2/2025 13:23,putri kaisaa,5,baguss,baguss,bagus,['bagus'],['bagus'],bagus
11/2/2025 13:12,VAM Family,5,tnks indriver,tnks indriver,tnks indriver,"['tnks', 'indriver']","['tnks', 'indriver']",tnks indriver
11/2/2025 13:06,Mhddillan,5,terbaik. sangat membantu saya,terbaik sangat membantu saya,terbaik sangat membantu saya,"['terbaik', 'sangat', 'membantu', 'saya']","['terbaik', 'membantu']",baik bantu
11/2/2025 12:22,Aku Bagus Pribadi,1,"ini aplikasi makin kesini makin kacau para driver nya, driver terlalu pilih2 harga. kebanyakan gak mau ambil penumpang dari harga yg udah tertera di aplikasi nya, padahal kami juga pasti ngasih lebih kok ongkos nya. parah ini para driver INDRIVE",ini aplikasi makin kesini makin kacau para driver nya driver terlalu pilih harga kebanyakan gak mau ambil penumpang dari harga yg udah tertera di aplikasi nya padahal kami juga pasti ngasih lebih kok ongkos nya parah ini para driver indrive,ini aplikasi makin kesini makin kacau para driver ya driver terlalu pilih harga kebanyakan tidak mau ambil penumpang dari harga yang sudah tertera di aplikasi ya padahal kami juga pasti mengasih lebih kok ongkos ya parah ini para driver indrive,"['ini', 'aplikasi', 'makin', 'kesini', 'makin', 'kacau', 'para', 'driver', 'ya', 'driver', 'terlalu', 'pilih', 'harga', 'kebanyakan', 'tidak', 'mau', 'ambil', 'penumpang', 'dari', 'harga', 'yang', 'sudah', 'tertera', 'di', 'aplikasi', 'ya', 'padahal', 'kami', 'juga', 'pasti', 'mengasih', 'lebih', 'kok', 'ongkos', 'ya', 'parah', 'ini', 'para', 'driver', 'indrive']","['aplikasi', 'kesini', 'kacau', 'driver', 'ya', 'driver', 'pilih', 'harga', 'kebanyakan', 'ambil', 'penumpang', 'harga', 'tertera', 'aplikasi', 'ya', 'mengasih', 'ongkos', 'ya', 'parah', 'driver', 'indrive']",aplikasi kesini kacau driver ya driver pilih harga banyak ambil tumpang harga tera aplikasi ya asih ongkos ya parah driver indrive
11/2/2025 12:07,Amin Zaki,1,tarif harga nya terlalu murahh tanpa memikirkan pihak drever . ini lah apl. yy merusak tarif taxi onlen.,tarif harga nya terlalu murahh tanpa memikirkan pihak drever  ini lah apl yy merusak tarif taxi onlen,tarif harga ya terlalu murahh tanpa memikirkan pihak drever ini lah apl yy merusak tarif taxi onlen,"['tarif', 'harga', 'ya', 'terlalu', 'murahh', 'tanpa', 'memikirkan', 'pihak', 'drever', 'ini', 'lah', 'apl', 'yy', 'merusak', 'tarif', 'taxi', 'onlen']","['tarif', 'harga', 'ya', 'murahh', 'memikirkan', 'drever', 'apl', 'yy', 'merusak', 'tarif', 'taxi', 'onlen']",tarif harga ya murahh pikir drever apl yy rusak tarif taxi onlen
11/2/2025 11:25,Dani Permana,5,pengebudi baik ramah sopan,pengebudi baik ramah sopan,pengebudi baik ramah sopan,"['pengebudi', 'baik', 'ramah', 'sopan']","['pengebudi', 'ramah', 'sopan']",budi ramah sopan
